ground
0,-4,4
-1,-4,4
-2,-4,4
2,-4,4
4,-4,4
5,-4,4
6,-4,4
6,-3,3
1,-4,4
3,-4,4
4,-25,26
3,-25,26
2,-25,26
1,-25,26
0,-25,26
-2,-3,4
1,-4,5
0,-4,5
-1,-4,5
-2,-4,5
2,-4,5
3,-4,5
4,-4,5
5,-4,5
6,-4,5
6,-3,4
4,-24,26
3,-24,26
2,-24,26
1,-24,26
0,-24,26
-2,-3,5
1,-4,6
0,-4,6
-1,-4,6
-2,-4,6
3,-4,6
4,-4,6
5,-4,6
6,-4,6
6,-3,5
2,-4,6
4,-23,26
3,-23,26
2,-23,26
1,-23,26
0,-23,26
0,-4,7
1,-4,7
-2,-3,6
-1,-4,7
-2,-4,7
2,-4,7
3,-4,7
4,-4,7
5,-4,7
6,-4,7
6,-3,6
4,-22,26
3,-22,26
2,-22,26
1,-22,26
0,-22,26
0,-4,8
1,-4,8
-2,-3,7
-1,-4,8
-2,-4,8
2,-4,8
3,-4,8
4,-4,8
5,-4,8
6,-4,8
6,-3,7
4,-21,26
3,-21,26
2,-21,26
1,-21,26
0,-21,26
-2,-3,8
1,-4,9
0,-4,9
-1,-4,9
-2,-4,9
2,-4,9
3,-4,9
4,-4,9
5,-4,9
6,-4,9
6,-3,8
4,-20,26
3,-20,26
2,-20,26
1,-20,26
0,-20,26
-2,-3,9
-2,-4,10
-1,-4,10
0,-4,10
1,-4,10
2,-4,10
3,-4,10
4,-4,10
5,-4,10
6,-4,10
6,-3,9
4,-19,26
3,-19,26
2,-19,26
1,-19,26
0,-19,26
-2,-3,10
-2,-4,11
6,-4,11
6,-3,10
-1,-3,10
0,-3,10
1,-3,10
2,-3,10
3,-3,10
4,-3,10
5,-3,10
4,-18,26
3,-18,26
2,-18,26
1,-18,26
0,-18,26
3,-3,11
2,-3,11
1,-3,11
0,-3,11
-1,-3,11
-2,-2,10
-2,-3,11
4,-3,11
5,-3,11
6,-3,11
6,-2,10
4,-17,26
3,-17,26
2,-17,26
1,-17,26
0,-17,26
-1,-2,11
-2,-2,11
0,-2,11
2,-2,11
3,-2,11
1,-2,11
4,-2,11
6,-2,11
5,-2,11
4,-16,26
3,-16,26
2,-16,26
1,-16,26
0,-16,26
3,-2,12
2,-2,12
1,-2,12
0,-2,12
-2,-1,11
-1,-1,11
0,-1,11
4,-2,12
4,-1,11
6,-1,11
5,-1,11
4,-15,26
3,-15,26
2,-15,26
1,-15,26
0,-15,26
4,0,11
4,-1,12
4,-2,13
0,0,11
-1,0,11
-2,0,11
0,-2,13
3,-2,13
2,-2,13
1,-2,13
0,-1,12
5,0,11
6,0,11
4,-14,26
3,-14,26
2,-14,26
1,-14,26
0,-14,26
1,-2,14
2,-2,14
3,-2,14
0,-2,14
0,-1,13
0,0,12
-2,1,11
-1,1,11
0,1,11
5,1,11
6,1,11
4,-2,14
4,-1,13
4,0,12
4,1,11
4,-13,26
3,-13,26
2,-13,26
1,-13,26
0,-13,26
1,-2,15
2,-2,15
3,-2,15
0,-2,15
0,-1,14
0,0,13
0,1,12
-2,2,11
-1,2,11
0,2,11
5,2,11
6,2,11
4,-2,15
4,-1,14
4,0,13
4,1,12
4,2,11
1,2,11
3,2,11
4,-12,26
3,-12,26
2,-12,26
1,-12,26
0,-12,26
1,-2,16
2,-2,16
3,-2,16
4,1,13
0,-2,16
0,-1,15
0,0,14
0,1,13
0,2,12
-2,3,11
-1,3,11
0,3,11
1,3,11
2,3,11
3,3,11
4,3,11
5,3,11
6,3,11
4,-2,16
4,-1,15
4,0,14
4,2,12
4,-11,26
3,-11,26
2,-11,26
1,-11,26
0,-11,26
4,-2,17
3,-2,17
2,-2,17
1,-2,17
0,-2,17
4,1,14
4,2,13
0,-1,16
0,0,15
0,1,14
0,2,13
1,3,12
2,3,12
3,3,12
4,-1,16
4,0,15
4,-10,26
3,-10,26
2,-10,26
1,-10,26
0,-10,26
4,-2,18
3,-2,18
2,-2,18
1,-2,18
0,-2,18
4,1,15
4,2,14
0,-1,17
0,0,16
0,1,15
0,2,14
1,3,13
2,3,13
3,3,13
4,-1,17
4,0,16
4,-9,26
3,-9,26
2,-9,26
1,-9,26
0,-9,26
4,-1,18
0,-1,18
4,2,15
0,0,17
0,2,15
1,3,14
2,3,14
3,3,14
4,0,17
4,1,16
0,1,16
4,-8,26
3,-8,26
2,-8,26
1,-8,26
0,-8,26
4,0,18
0,0,18
4,-1,19
3,-1,19
2,-1,19
1,-1,19
0,-1,19
1,3,15
2,3,15
3,3,15
4,1,17
4,2,16
0,1,17
0,2,16
4,-7,26
3,-7,26
2,-7,26
1,-7,26
0,-7,26
4,0,19
0,0,19
4,1,18
4,2,17
4,3,16
0,1,18
0,2,17
0,3,16
1,4,15
2,4,15
3,4,15
4,3,17
0,1,19
0,2,18
0,3,17
1,4,16
2,4,16
3,4,16
0,4,16
4,2,18
4,1,19
0,0,20
1,0,20
2,0,20
3,0,20
4,0,20
0,-6,26
1,-6,26
2,-6,26
3,-6,26
4,-6,26
3,5,17
2,5,17
1,5,17
4,4,18
0,4,18
0,3,19
4,3,19
4,1,21
4,2,20
0,2,20
3,1,21
2,1,21
1,1,21
0,-4,26
1,-4,26
2,-4,26
3,-4,26
4,-4,26
3,6,18
2,6,18
1,6,18
0,5,19
0,6,18
4,5,19
4,6,18
4,2,22
4,3,21
4,4,20
0,4,20
0,3,21
3,2,22
2,2,22
1,2,22
0,-2,26
1,-2,26
2,-2,26
3,-2,26
4,-2,26
0,5,21
0,6,20
0,7,19
4,5,21
4,6,20
4,7,19
3,7,19
2,7,19
1,7,19
4,3,23
4,4,22
0,4,22
3,3,23
2,3,23
1,3,23
0,0,26
1,0,26
2,0,26
3,0,26
4,0,26
0,4,17
4,4,17
3,5,16
2,5,16
1,5,16
0,3,18
0,2,19
4,3,18
4,2,19
4,1,20
0,1,20
0,-5,26
1,-5,26
2,-5,26
3,-5,26
4,-5,26
3,6,17
2,6,17
1,6,17
0,5,18
4,5,18
4,4,19
0,4,19
4,2,21
4,3,20
0,2,21
0,3,20
0,-3,26
1,-3,26
2,-3,26
3,-3,26
4,-3,26
3,7,18
2,7,18
1,7,18
0,5,20
0,6,19
4,5,20
4,6,19
4,3,22
4,4,21
0,4,21
0,3,22
0,-1,26
1,-1,26
2,-1,26
3,-1,26
4,-1,26
0,5,22
4,5,22
3,8,19
2,8,19
1,8,19
0,6,21
0,7,20
4,6,21
4,7,20
4,4,23
0,4,23
0,1,26
1,1,26
2,1,26
3,1,26
4,1,26
0,6,22
0,5,23
4,6,22
4,5,23
0,7,21
0,8,20
4,7,21
4,8,20
3,8,20
2,8,20
1,8,20
4,4,24
0,4,24
3,4,24
1,4,24
2,4,24
0,2,26
1,2,26
2,2,26
3,2,26
4,2,26
4,8,22
3,8,22
2,8,22
1,8,22
0,8,22
0,7,23
0,6,24
0,5,25
4,7,23
4,6,24
4,5,25
4,4,26
0,4,26
3,4,26
2,4,26
1,4,26
5,4,26
6,4,26
7,4,26
8,4,26
-4,4,26
-3,4,26
-2,4,26
-1,4,26
3,8,21
2,8,21
1,8,21
0,7,22
0,6,23
0,5,24
4,7,22
4,6,23
4,5,24
4,4,25
0,4,25
3,4,25
2,4,25
1,4,25
0,8,21
4,8,21
0,3,26
1,3,26
2,3,26
3,3,26
4,3,26
0,5,26
4,7,24
4,6,25
0,6,25
0,7,24
0,8,23
1,8,23
2,8,23
3,8,23
4,8,23
4,5,26
0,4,27
1,4,27
2,4,27
3,4,27
4,4,27
5,4,27
6,4,27
7,4,27
8,4,27
-4,4,27
-3,4,27
-2,4,27
-1,4,27
5,5,26
6,5,26
7,5,26
8,5,26
-4,5,26
-3,5,26
-2,5,26
-1,5,26
4,7,25
0,6,26
0,7,25
0,8,24
1,8,24
2,8,24
3,8,24
4,8,24
4,6,26
0,4,28
1,4,28
2,4,28
3,4,28
4,4,28
5,4,28
6,4,28
7,4,28
8,4,28
-4,4,28
-3,4,28
-2,4,28
-1,4,28
5,6,26
6,6,26
7,6,26
8,6,26
-4,6,26
-3,6,26
-2,6,26
-1,6,26
0,7,26
0,8,25
1,8,25
2,8,25
3,8,25
4,8,25
4,7,26
5,7,26
6,7,26
7,7,26
8,7,26
-4,7,26
-3,7,26
-2,7,26
-1,7,26
0,8,26
1,8,26
2,8,26
3,8,26
4,8,26
-4,8,26
-3,8,26
-2,8,26
-1,8,26
5,8,26
6,8,26
7,8,26
8,8,26
0,-42,26
1,-42,26
2,-42,26
3,-42,26
4,-42,26
0,-41,26
1,-41,26
2,-41,26
3,-41,26
4,-41,26
0,-40,26
1,-40,26
2,-40,26
3,-40,26
4,-40,26
0,-39,26
1,-39,26
2,-39,26
3,-39,26
4,-39,26
0,-38,26
1,-38,26
2,-38,26
3,-38,26
4,-38,26
0,-37,26
1,-37,26
2,-37,26
3,-37,26
4,-37,26
0,-36,26
1,-36,26
2,-36,26
3,-36,26
4,-36,26
0,9,26
1,9,26
2,9,26
3,9,26
4,9,26
-4,9,26
-3,9,26
-2,9,26
-1,9,26
5,9,26
6,9,26
7,9,26
8,9,26
0,10,26
1,10,26
2,10,26
3,10,26
4,10,26
-4,10,26
-3,10,26
-2,10,26
-1,10,26
5,10,26
6,10,26
7,10,26
8,10,26
0,11,26
1,11,26
2,11,26
3,11,26
4,11,26
-4,11,26
-3,11,26
-2,11,26
-1,11,26
5,11,26
6,11,26
7,11,26
8,11,26
0,12,26
1,12,26
2,12,26
3,12,26
4,12,26
-4,12,26
-3,12,26
-2,12,26
-1,12,26
5,12,26
6,12,26
7,12,26
8,12,26
0,13,26
1,13,26
2,13,26
3,13,26
4,13,26
-4,13,26
-3,13,26
-2,13,26
-1,13,26
5,13,26
6,13,26
7,13,26
8,13,26
0,14,26
1,14,26
2,14,26
3,14,26
4,14,26
-4,14,26
-3,14,26
-2,14,26
-1,14,26
5,14,26
6,14,26
7,14,26
8,14,26
0,15,26
1,15,26
2,15,26
3,15,26
4,15,26
0,16,26
1,16,26
2,16,26
3,16,26
4,16,26
0,17,26
1,17,26
2,17,26
3,17,26
4,17,26
0,18,26
1,18,26
2,18,26
3,18,26
4,18,26
0,19,26
1,19,26
2,19,26
3,19,26
4,19,26
0,20,26
1,20,26
2,20,26
3,20,26
4,20,26
0,21,26
1,21,26
2,21,26
3,21,26
4,21,26
0,22,26
1,22,26
2,22,26
3,22,26
4,22,26
0,23,26
1,23,26
2,23,26
3,23,26
4,23,26
0,24,26
1,24,26
2,24,26
3,24,26
4,24,26
0,25,26
1,25,26
2,25,26
3,25,26
4,25,26
0,26,26
1,26,26
2,26,26
3,26,26
4,26,26
0,27,26
1,27,26
2,27,26
3,27,26
4,27,26
0,28,26
1,28,26
2,28,26
3,28,26
4,28,26
0,29,26
1,29,26
2,29,26
3,29,26
4,29,26
0,30,26
1,30,26
2,30,26
3,30,26
4,30,26
0,31,26
1,31,26
2,31,26
3,31,26
4,31,26
staircase
1,-3,9,0.000000,0.000000,0.000000
2,-3,9,0.000000,0.000000,0.000000
3,-3,9,0.000000,0.000000,0.000000
3,-2,10,0.000000,0.000000,0.000000
1,-2,10,0.000000,0.000000,0.000000
2,-2,10,0.000000,0.000000,0.000000
1,-1,18,0.000000,0.000000,0.000000
2,-1,18,0.000000,0.000000,0.000000
3,-1,18,0.000000,0.000000,0.000000
3,0,19,0.000000,0.000000,0.000000
2,0,19,0.000000,0.000000,0.000000
1,0,19,0.000000,0.000000,0.000000
1,1,20,0.000000,0.000000,0.000000
2,1,20,0.000000,0.000000,0.000000
3,1,20,0.000000,0.000000,0.000000
1,2,21,0.000000,0.000000,0.000000
2,2,21,0.000000,0.000000,0.000000
3,2,21,0.000000,0.000000,0.000000
3,3,22,0.000000,0.000000,0.000000
2,3,22,0.000000,0.000000,0.000000
1,3,22,0.000000,0.000000,0.000000
3,4,23,0.000000,0.000000,0.000000
2,4,23,0.000000,0.000000,0.000000
1,4,23,0.000000,0.000000,0.000000
